HS Code,school_name,college_type,year,high_school_graduates,enrolled_in_alabama_public_colleges,enrolled_in_remedial_math,enrolled_in_remedial_english,enrolled_in_remedial_both,enrolled_in_remedial_total
370432,Jefferson County Virtual School,4YR,2023,34,5,0,0,0,0
510370,Jefferson Davis High School,all,2023,261,70,17,3,8,28
510370,Jefferson Davis High School,2YR,2023,261,30,4,0,3,7
510370,Jefferson Davis High School,4YR,2023,261,40,13,3,5,21
110070,Jemison High School,all,2023,150,59,7,1,3,11
110070,Jemison High School,2YR,2023,150,26,1,0,2,3
110070,Jemison High School,4YR,2023,150,33,6,1,1,8
1590172,Jemison High School,all,2023,172,51,6,2,5,13
1590172,Jemison High School,2YR,2023,172,25,6,1,3,10
1590172,Jemison High School,4YR,2023,172,26,0,1,2,3
490730,John L Leflore Magnet School,all,2023,129,57,4,7,5,16
490730,John L Leflore Magnet School,2YR,2023,129,30,3,6,3,12
490730,John L Leflore Magnet School,4YR,2023,129,27,1,1,2,4
480140,Kate D Smith DAR High School,all,2023,88,36,1,2,0,3
480140,Kate D Smith DAR High School,2YR,2023,88,21,1,1,0,2
480140,Kate D Smith DAR High School,4YR,2023,88,15,0,1,0,1
240080,Keith Middle-High School,all,2023,29,11,2,0,0,2
240080,Keith Middle-High School,2YR,2023,29,9,0,0,0,0
240080,Keith Middle-High School,4YR,2023,29,2,2,0,0,2
160020,Kinston School,all,2023,45,28,2,1,3,6
160020,Kinston School,2YR,2023,45,19,1,1,1,3
160020,Kinston School,4YR,2023,45,9,1,0,2,3
90080,Lafayette High School,all,2023,45,28,8,1,3,12
90080,Lafayette High School,2YR,2023,45,14,2,1,1,4
90080,Lafayette High School,4YR,2023,45,14,6,0,2,8
380090,Lamar County High-Intermediate,all,2023,59,34,7,2,2,11
380090,Lamar County High-Intermediate,2YR,2023,59,29,7,2,2,11
380090,Lamar County High-Intermediate,4YR,2023,59,5,0,0,0,0
1650030,Lanett Senior High School,all,2023,41,0,0,0,0,0
1650030,Lanett Senior High School,2YR,2023,41,0,0,0,0,0
1650030,Lanett Senior High School,4YR,2023,41,0,0,0,0,0
510390,Lanier Senior High School,all,2023,139,36,10,2,5,17
510390,Lanier Senior High School,2YR,2023,139,12,3,0,1,4
510390,Lanier Senior High School,4YR,2023,139,24,7,2,4,13
390070,Lauderdale County High School,all,2023,65,27,1,0,2,3
390070,Lauderdale County High School,2YR,2023,65,19,0,0,2,2
390070,Lauderdale County High School,4YR,2023,65,8,1,0,0,1
400090,Lawrence County High School,all,2023,144,55,4,2,2,8
400090,Lawrence County High School,2YR,2023,144,38,4,2,2,8
400090,Lawrence County High School,4YR,2023,144,17,0,0,0,0
510400,Lee High School,all,2023,234,21,7,2,2,11
510400,Lee High School,2YR,2023,234,4,2,0,0,2
510400,Lee High School,4YR,2023,234,17,5,2,2,9
1590200,Lee High School,all,2023,152,60,10,10,5,25
1590200,Lee High School,2YR,2023,152,23,4,4,4,12
1590200,Lee High School,4YR,2023,152,37,6,6,1,13
1670030,Leeds High School,all,2023,145,2,0,0,0,0
1670030,Leeds High School,2YR,2023,145,1,0,0,0,0
1670030,Leeds High School,4YR,2023,145,1,0,0,0,0
650040,Leroy High School,all,2023,38,21,0,1,1,2
650040,Leroy High School,2YR,2023,38,13,0,1,1,2
650040,Leroy High School,4YR,2023,38,8,0,0,0,0
390080,Lexington High School,all,2023,49,17,3,0,1,4
390080,Lexington High School,2YR,2023,49,9,2,0,1,3
390080,Lexington High School,4YR,2023,49,8,1,0,0,1
490800,Lillie B Williamson High School,all,2023,104,19,0,4,3,7
490800,Lillie B Williamson High School,2YR,2023,104,11,0,2,3,5
490800,Lillie B Williamson High School,4YR,2023,104,8,0,2,0,2
610170,Lincoln High School,all,2023,128,45,4,1,1,6
610170,Lincoln High School,2YR,2023,128,19,1,1,1,3
610170,Lincoln High School,4YR,2023,128,26,3,0,0,3
1680030,Linden High School,all,2023,40,15,1,1,1,3
1680030,Linden High School,2YR,2023,40,9,0,0,1,1
1680030,Linden High School,4YR,2023,40,6,1,1,0,2
410030,Loachapoka High School,all,2023,40,16,5,1,0,6
410030,Loachapoka High School,2YR,2023,40,11,4,0,0,4
410030,Loachapoka High School,4YR,2023,40,5,1,1,0,2
50070,Locust Fork High School,all,2023,58,26,3,1,4,8
50070,Locust Fork High School,2YR,2023,58,17,2,1,3,6
50070,Locust Fork High School,4YR,2023,58,9,1,0,1,2
510387,Loveless Academic Magnet Program High,all,2023,115,74,1,0,0,1
510387,Loveless Academic Magnet Program High,2YR,2023,115,1,0,0,0,0
510387,Loveless Academic Magnet Program High,4YR,2023,115,73,1,0,0,1
210050,Luverne High School,all,2023,51,27,6,2,2,10
210050,Luverne High School,2YR,2023,51,14,3,1,0,4
210050,Luverne High School,4YR,2023,51,13,3,1,2,6
670030,Lynn High School,all,2023,28,14,4,1,0,5
670030,Lynn High School,2YR,2023,28,13,4,1,0,5
670030,Lynn High School,4YR,2023,28,1,0,0,0,0
450095,Madison County High School,all,2023,107,59,5,2,1,8
450095,Madison County High School,2YR,2023,107,32,4,1,1,6
450095,Madison County High School,4YR,2023,107,27,1,1,0,2
450250,Madison County Virtual Academy,all,2023,221,34,4,2,3,9
450250,Madison County Virtual Academy,2YR,2023,221,34,4,2,3,9
450250,Madison County Virtual Academy,4YR,2023,221,0,0,0,0,0
8100010,Magic City Acceptance Academy,all,2023,25,6,1,0,0,1
8100010,Magic City Acceptance Academy,2YR,2023,25,1,0,0,0,0
8100010,Magic City Acceptance Academy,4YR,2023,25,5,1,0,0,1
110080,Maplesville High School,all,2023,52,18,1,0,0,1
110080,Maplesville High School,2YR,2023,52,12,1,0,0,1
110080,Maplesville High School,4YR,2023,52,6,0,0,0,0
10050,Marbury High School,all,2023,130,45,7,0,3,10
10050,Marbury High School,2YR,2023,130,15,1,0,2,3
10050,Marbury High School,4YR,2023,130,30,6,0,1,7
460060,Marengo High School,all,2023,22,4,0,0,1,1
460060,Marengo High School,2YR,2023,22,2,0,0,1,1
460060,Marengo High School,4YR,2023,22,2,0,0,0,0
470100,Marion County High School,all,2023,46,22,4,3,1,8
470100,Marion County High School,2YR,2023,46,15,4,1,1,6
470100,Marion County High School,4YR,2023,46,7,0,2,0,2
490460,Mary G Montgomery High School,all,2023,419,131,9,6,2,17
490460,Mary G Montgomery High School,2YR,2023,419,37,4,5,2,11
490460,Mary G Montgomery High School,4YR,2023,419,94,5,1,0,6
490120,Mattie T Blount High School,all,2023,263,100,13,10,16,39
490120,Mattie T Blount High School,2YR,2023,263,59,11,9,8,28
490120,Mattie T Blount High School,4YR,2023,263,41,2,1,8,11
370520,McAdory High School,all,2023,259,121,16,5,10,31
370520,McAdory High School,2YR,2023,259,46,6,2,2,10
370520,McAdory High School,4YR,2023,259,75,10,3,8,21
650050,McIntosh High School,all,2023,25,7,1,1,0,2
650050,McIntosh High School,2YR,2023,25,6,1,1,0,2
650050,McIntosh High School,4YR,2023,25,1,0,0,0,0
510240,McIntyre Comprehensive Academy,all,2023,24,1,0,0,0,0
510240,McIntyre Comprehensive Academy,2YR,2023,24,0,0,0,0,0
510240,McIntyre Comprehensive Academy,4YR,2023,24,1,0,0,0,0
70060,McKenzie High School,all,2023,24,7,0,0,0,0
70060,McKenzie High School,2YR,2023,24,6,0,0,0,0
70060,McKenzie High School,4YR,2023,24,1,0,0,0,0
670040,Meek High School,all,2023,31,9,0,0,0,0
670040,Meek High School,2YR,2023,31,6,0,0,0,0
670040,Meek High School,4YR,2023,31,3,0,0,0,0
1710020,Midfield High School,all,2023,54,25,5,6,5,16
1710020,Midfield High School,2YR,2023,54,15,3,3,1,7
1710020,Midfield High School,4YR,2023,54,10,2,3,4,9
650060,Millry High School,all,2023,40,16,2,1,0,3
650060,Millry High School,2YR,2023,40,3,1,1,0,2
650060,Millry High School,4YR,2023,40,13,1,0,0,1
370585,Minor High School,all,2023,195,76,11,5,11,27
370585,Minor High School,2YR,2023,195,31,1,2,1,4
370585,Minor High School,4YR,2023,195,45,10,3,10,23
500070,Monroe County High School,all,2023,58,23,4,1,0,5
500070,Monroe County High School,2YR,2023,58,14,3,1,0,4
500070,Monroe County High School,4YR,2023,58,9,1,0,0,1
590060,Montevallo High School,all,2023,95,39,6,0,4,10
590060,Montevallo High School,2YR,2023,95,10,1,0,0,1
590060,Montevallo High School,4YR,2023,95,29,5,0,4,9
580075,Moody High School,all,2023,154,76,9,1,1,11
580075,Moody High School,2YR,2023,154,26,2,0,0,2
580075,Moody High School,4YR,2023,154,50,7,1,1,9
370610,Mortimer Jordan High School,all,2023,193,101,13,5,1,19
370610,Mortimer Jordan High School,2YR,2023,193,48,5,2,1,8
370610,Mortimer Jordan High School,4YR,2023,193,53,8,3,0,11
1750050,Mountain Brook High School,all,2023,323,187,3,0,0,3
1750050,Mountain Brook High School,2YR,2023,323,8,0,0,0,0
1750050,Mountain Brook High School,4YR,2023,323,179,3,0,0,3
610120,Munford High School,all,2023,96,55,8,3,4,15
610120,Munford High School,2YR,2023,96,26,4,2,1,7
610120,Munford High School,4YR,2023,96,29,4,1,3,8
490530,Murphy High School,all,2023,273,126,15,6,13,34
490530,Murphy High School,2YR,2023,273,54,5,5,7,17
490530,Murphy High School,4YR,2023,273,72,10,1,6,17
1760040,Muscle Shoals High School,all,2023,202,111,4,9,1,14
1760040,Muscle Shoals High School,2YR,2023,202,26,3,2,0,5
1760040,Muscle Shoals High School,4YR,2023,202,85,1,7,1,9
160040,New Brockton High School,all,2023,74,40,3,0,3,6
160040,New Brockton High School,2YR,2023,74,33,2,0,0,2
160040,New Brockton High School,4YR,2023,74,7,1,0,3,4
1590460,New Century Technology High School,all,2023,103,68,4,2,1,7
1590460,New Century Technology High School,2YR,2023,103,15,2,1,1,4
1590460,New Century Technology High School,4YR,2023,103,53,2,1,0,3
450140,New Hope High School,all,2023,87,30,3,3,1,7
450140,New Hope High School,2YR,2023,87,13,3,1,1,5
450140,New Hope High School,4YR,2023,87,17,0,2,0,2
360075,North Jackson High School,all,2023,84,24,0,1,1,2
360075,North Jackson High School,2YR,2023,84,16,0,1,1,2
360075,North Jackson High School,4YR,2023,84,8,0,0,0,0
360080,North Sand Mountain School,all,2023,60,24,1,0,1,2
360080,North Sand Mountain School,2YR,2023,60,19,1,0,1,2
360080,North Sand Mountain School,4YR,2023,60,5,0,0,0,0
2000075,Northridge High School,all,2023,250,152,12,6,9,27
2000075,Northridge High School,2YR,2023,250,47,9,5,4,18
2000075,Northridge High School,4YR,2023,250,105,3,1,5,9
630160,Northside High School,all,2023,109,46,9,1,3,13
630160,Northside High School,2YR,2023,109,31,6,1,3,10
630160,Northside High School,4YR,2023,109,15,3,0,0,3
440060,Notasulga High School,all,2023,23,12,6,1,1,8
440060,Notasulga High School,2YR,2023,23,3,0,0,1,1
440060,Notasulga High School,4YR,2023,23,9,6,1,0,7
370690,Oak Grove High School,all,2023,105,42,8,2,0,10
370690,Oak Grove High School,2YR,2023,105,19,2,0,0,2
370690,Oak Grove High School,4YR,2023,105,23,6,2,0,8
590081,Oak Mountain High School,all,2023,342,192,9,2,6,17
590081,Oak Mountain High School,2YR,2023,342,40,2,1,3,6
590081,Oak Mountain High School,4YR,2023,342,152,7,1,3,11
640170,Oakman High School,all,2023,64,16,7,0,2,9
640170,Oakman High School,2YR,2023,64,15,7,0,2,9
640170,Oakman High School,4YR,2023,64,1,0,0,0,0
80130,Ohatchee High School,all,2023,82,33,4,0,0,4
80130,Ohatchee High School,2YR,2023,82,13,2,0,0,2
80130,Ohatchee High School,4YR,2023,82,20,2,0,0,2
1780020,Oneonta High School,all,2023,105,69,8,1,0,9
1780020,Oneonta High School,2YR,2023,105,43,8,1,0,9
1780020,Oneonta High School,4YR,2023,105,26,0,0,0,0
1790055,Opelika High School,all,2023,316,169,36,3,7,46
1790055,Opelika High School,2YR,2023,316,63,14,3,3,20
1790055,Opelika High School,4YR,2023,316,106,22,0,4,26
1800010,Opp High School,all,2023,88,53,5,2,5,12
1800010,Opp High School,2YR,2023,88,37,4,2,3,9
1800010,Opp High School,4YR,2023,88,16,1,0,2,3
1740020,Orange Beach Middle/High School,all,2023,100,47,2,1,2,5
1740020,Orange Beach Middle/High School,2YR,2023,100,9,1,1,1,3
1740020,Orange Beach Middle/High School,4YR,2023,100,38,1,0,1,2
1810020,Oxford High School,all,2023,296,151,25,3,5,33
1810020,Oxford High School,2YR,2023,296,46,6,3,2,11
1810020,Oxford High School,4YR,2023,296,105,19,0,3,22
510478,Park Crossing High School,all,2023,211,83,28,3,12,43
510478,Park Crossing High School,2YR,2023,211,18,1,1,1,3
510478,Park Crossing High School,4YR,2023,211,65,27,2,11,40
1140630,Parker High School,all,2023,144,64,7,7,6,20
1140630,Parker High School,2YR,2023,144,22,2,4,0,6
1140630,Parker High School,4YR,2023,144,42,5,3,6,14
2000055,Paul W Bryant High School,all,2023,225,83,15,9,6,30
2000055,Paul W Bryant High School,2YR,2023,225,47,6,6,3,15
2000055,Paul W Bryant High School,4YR,2023,225,36,9,3,3,15
1770085,Pelham High School,all,2023,220,0,0,0,0,0
1770085,Pelham High School,2YR,2023,220,0,0,0,0,0
1770085,Pelham High School,4YR,2023,220,0,0,0,0,0
1830100,Pell City High School,all,2023,263,113,14,2,6,22
1830100,Pell City High School,2YR,2023,263,39,5,2,4,11
1830100,Pell City High School,4YR,2023,263,74,9,0,2,11
300030,Phil Campbell High School,all,2023,83,36,3,1,3,7
300030,Phil Campbell High School,2YR,2023,83,34,3,1,3,7
300030,Phil Campbell High School,4YR,2023,83,2,0,0,0,0
470110,Phillips High School,all,2023,35,13,3,0,1,4
470110,Phillips High School,2YR,2023,35,11,3,0,1,4
470110,Phillips High School,4YR,2023,35,2,0,0,0,0
540080,Pickens County High School,all,2023,29,12,1,1,2,4
540080,Pickens County High School,2YR,2023,29,4,1,0,0,1
540080,Pickens County High School,4YR,2023,29,8,0,1,2,3
1850020,Piedmont High School,all,2023,89,47,3,0,3,6
1850020,Piedmont High School,2YR,2023,89,22,3,0,2,5
1850020,Piedmont High School,4YR,2023,89,25,0,0,1,1
550040,Pike County High School,all,2023,93,38,5,1,4,10
550040,Pike County High School,2YR,2023,93,9,0,0,0,0
550040,Pike County High School,4YR,2023,93,29,5,1,4,10
1860015,Pike Road High School,all,2023,191,68,12,2,8,22
1860015,Pike Road High School,2YR,2023,191,25,2,1,1,4
1860015,Pike Road High School,4YR,2023,191,43,10,1,7,18
370710,Pinson Valley High School,all,2023,232,87,8,7,4,19
370710,Pinson Valley High School,2YR,2023,232,37,3,4,1,8
370710,Pinson Valley High School,4YR,2023,232,50,5,3,3,11
360100,Pisgah High School,all,2023,56,23,2,1,0,3
360100,Pisgah High School,2YR,2023,56,15,2,1,0,3
360100,Pisgah High School,4YR,2023,56,8,0,0,0,0
250130,Plainview School,all,2023,80,44,0,1,0,1
250130,Plainview School,2YR,2023,80,36,0,1,0,1
250130,Plainview School,4YR,2023,80,8,0,0,0,0
370735,Pleasant Grove High School,all,2023,119,55,7,3,10,20
370735,Pleasant Grove High School,2YR,2023,119,20,1,1,3,5
370735,Pleasant Grove High School,4YR,2023,119,35,6,2,7,15
200050,Pleasant Home School,all,2023,31,19,1,0,1,2
200050,Pleasant Home School,2YR,2023,31,15,1,0,1,2
200050,Pleasant Home School,4YR,2023,31,4,0,0,0,0
80135,Pleasant Valley High School,all,2023,72,36,2,0,0,2
80135,Pleasant Valley High School,2YR,2023,72,15,1,0,0,1
80135,Pleasant Valley High School,4YR,2023,72,21,1,0,0,1
10086,Prattville High School,all,2023,418,174,36,7,8,51
10086,Prattville High School,2YR,2023,418,54,7,4,3,14
10086,Prattville High School,4YR,2023,418,120,29,3,5,37
520150,Priceville High School,all,2023,123,61,7,2,3,12
520150,Priceville High School,2YR,2023,123,39,6,2,3,11
520150,Priceville High School,4YR,2023,123,22,1,0,0,1
580120,Ragland High School,all,2023,33,21,5,0,0,5
580120,Ragland High School,2YR,2023,33,9,2,0,0,2
580120,Ragland High School,4YR,2023,33,12,3,0,0,3
1140720,Ramsay High School,all,2023,165,120,17,3,4,24
1140720,Ramsay High School,2YR,2023,165,12,2,1,0,3
1140720,Ramsay High School,4YR,2023,165,108,15,2,4,21
150050,Ranburne High School,all,2023,34,17,0,0,0,0
150050,Ranburne High School,2YR,2023,34,9,0,0,0,0
150050,Ranburne High School,4YR,2023,34,8,0,0,0,0
560020,Randolph County High School,all,2023,65,24,1,1,2,4
560020,Randolph County High School,2YR,2023,65,11,0,0,0,0
560020,Randolph County High School,4YR,2023,65,13,1,1,2,4
300040,Red Bay High School,all,2023,49,12,1,0,0,1
300040,Red Bay High School,2YR,2023,49,4,1,0,0,1
300040,Red Bay High School,4YR,2023,49,8,0,0,0,0
200065,Red Level School,all,2023,29,15,1,2,0,3
200065,Red Level School,2YR,2023,29,13,0,2,0,2
200065,Red Level School,4YR,2023,29,2,1,0,0,1
620080,Reeltown High School,all,2023,63,30,6,0,1,7
620080,Reeltown High School,2YR,2023,63,20,4,0,0,4
620080,Reeltown High School,4YR,2023,63,10,2,0,1,3
350050,Rehobeth High School,all,2023,160,83,10,0,3,13
350050,Rehobeth High School,2YR,2023,160,41,3,0,1,4
350050,Rehobeth High School,4YR,2023,160,42,7,0,2,9
530040,Robert C Hatch High School,all,2023,32,12,1,0,2,3
530040,Robert C Hatch High School,2YR,2023,32,8,0,0,2,2
530040,Robert C Hatch High School,4YR,2023,32,4,1,0,0,1
20117,Robertsdale High School,all,2023,283,102,5,1,4,10
20117,Robertsdale High School,2YR,2023,283,53,4,1,4,9
20117,Robertsdale High School,4YR,2023,283,49,1,0,0,1
390110,Rogers High School,all,2023,103,40,0,2,0,2
390110,Rogers High School,2YR,2023,103,18,0,1,0,1
390110,Rogers High School,4YR,2023,103,22,0,1,0,1
570065,Russell County High School,all,2023,221,1,0,0,0,0
570065,Russell County High School,2YR,2023,221,1,0,0,0,0
570065,Russell County High School,4YR,2023,221,0,0,0,0,0
1890030,Russellville High School,all,2023,139,72,2,1,1,4
1890030,Russellville High School,2YR,2023,139,51,2,0,1,3
1890030,Russellville High School,4YR,2023,139,21,0,1,0,1
580140,Saint Clair County High School,all,2023,118,52,9,2,3,14
580140,Saint Clair County High School,2YR,2023,118,21,6,0,2,8
580140,Saint Clair County High School,4YR,2023,118,31,3,2,1,6
80160,Saks High School,all,2023,69,31,4,3,1,8
80160,Saks High School,2YR,2023,69,10,1,2,1,4
80160,Saks High School,4YR,2023,69,21,3,1,0,4
310040,Samson High School,all,2023,41,17,2,1,0,3
310040,Samson High School,2YR,2023,41,13,2,1,0,3
310040,Samson High School,4YR,2023,41,4,0,0,0,0
100100,Sand Rock High School,all,2023,52,27,2,0,4,6
100100,Sand Rock High School,2YR,2023,52,22,2,0,4,6
100100,Sand Rock High School,4YR,2023,52,5,0,0,0,0
1870635,Saraland High School,all,2023,236,101,6,0,0,6
1870635,Saraland High School,2YR,2023,236,35,4,0,0,4
1870635,Saraland High School,4YR,2023,236,66,2,0,0,2
280120,Sardis High School,all,2023,136,66,5,1,1,7
280120,Sardis High School,2YR,2023,136,52,4,1,1,6
280120,Sardis High School,4YR,2023,136,14,1,0,0,1
1960020,Satsuma High School,all,2023,123,41,6,0,2,8
1960020,Satsuma High School,2YR,2023,123,19,6,0,1,7
1960020,Satsuma High School,4YR,2023,123,22,0,0,1,1
580160,SCC Virtual Preparatory Academy,all,2023,104,20,3,0,1,4
580160,SCC Virtual Preparatory Academy,2YR,2023,104,15,3,0,1,4
580160,SCC Virtual Preparatory Academy,4YR,2023,104,5,0,0,0,0
1900030,Scottsboro High School,all,2023,185,94,4,2,0,6
1900030,Scottsboro High School,2YR,2023,185,42,3,1,0,4
1900030,Scottsboro High School,4YR,2023,185,52,1,1,0,2
360120,Section High School,all,2023,63,29,3,2,3,8
360120,Section High School,2YR,2023,63,25,3,2,3,8
360120,Section High School,4YR,2023,63,4,0,0,0,0
1910110,Selma High School,all,2023,155,71,3,2,6,11
1910110,Selma High School,2YR,2023,155,44,1,0,2,3
1910110,Selma High School,4YR,2023,155,27,2,2,4,8
370795,Shades Valley High School,all,2023,287,145,16,3,11,30
370795,Shades Valley High School,2YR,2023,287,54,4,2,8,14
370795,Shades Valley High School,4YR,2023,287,91,12,1,3,16
1920050,Sheffield High School,all,2023,56,32,0,3,2,5
1920050,Sheffield High School,2YR,2023,56,17,0,2,1,3
1920050,Sheffield High School,4YR,2023,56,15,0,1,1,2
590090,Shelby County High School,all,2023,141,53,5,4,1,10
590090,Shelby County High School,2YR,2023,141,23,4,4,0,8
590090,Shelby County High School,4YR,2023,141,30,1,0,1,2
630166,Sipsey Valley High School,all,2023,129,48,7,2,1,10
630166,Sipsey Valley High School,2YR,2023,129,32,6,2,1,9
630166,Sipsey Valley High School,4YR,2023,129,16,1,0,0,1
360130,Skyline High School,all,2023,34,21,0,2,1,3
360130,Skyline High School,2YR,2023,34,16,0,2,1,3
360130,Skyline High School,4YR,2023,34,5,0,0,0,0
310060,Slocomb High School,all,2023,75,35,1,1,1,3
310060,Slocomb High School,2YR,2023,75,31,1,1,1,3
310060,Slocomb High School,4YR,2023,75,4,0,0,0,0
410060,Smiths Station High School,all,2023,386,151,22,3,18,43
410060,Smiths Station High School,2YR,2023,386,66,12,3,5,20
410060,Smiths Station High School,4YR,2023,386,85,10,0,13,23
380055,South Lamar School,all,2023,31,13,0,0,3,3
380055,South Lamar School,2YR,2023,31,10,0,0,3,3
380055,South Lamar School,4YR,2023,31,3,0,0,0,0
50105,Southeastern School,all,2023,60,24,1,1,1,3
50105,Southeastern School,2YR,2023,60,15,0,1,0,1
50105,Southeastern School,4YR,2023,60,9,1,0,1,2
120080,Southern Choctaw High School,all,2023,43,15,2,1,0,3
120080,Southern Choctaw High School,2YR,2023,43,8,0,1,0,1
120080,Southern Choctaw High School,4YR,2023,43,7,2,0,0,2
240120,Southside High School,all,2023,61,28,2,0,3,5
240120,Southside High School,2YR,2023,61,16,0,0,0,0
240120,Southside High School,4YR,2023,61,12,2,0,3,5
280130,Southside High School,all,2023,155,94,4,2,5,11
280130,Southside High School,2YR,2023,155,41,1,2,4,7
280130,Southside High School,4YR,2023,155,53,3,0,1,4
1580010,Spain Park High School,all,2023,364,199,20,4,5,29
1580010,Spain Park High School,2YR,2023,364,43,7,3,1,11
1580010,Spain Park High School,4YR,2023,364,156,13,1,4,18
20145,Spanish Fort High School,all,2023,263,149,14,3,4,21
20145,Spanish Fort High School,2YR,2023,263,57,9,3,0,12
20145,Spanish Fort High School,4YR,2023,263,92,5,0,4,9
450190,Sparkman High School,all,2023,508,228,21,12,15,48
450190,Sparkman High School,2YR,2023,508,78,8,7,11,26
450190,Sparkman High School,4YR,2023,508,150,13,5,4,22
100110,Spring Garden High School,all,2023,30,6,0,0,0,0
100110,Spring Garden High School,2YR,2023,30,3,0,0,0,0
100110,Spring Garden High School,4YR,2023,30,3,0,0,0,0
580130,Springville High School,all,2023,168,91,7,0,3,10
580130,Springville High School,2YR,2023,168,40,3,0,1,4
580130,Springville High School,4YR,2023,168,51,4,0,2,6
260050,Stanhope Elmore High School,all,2023,231,86,24,2,10,36
260050,Stanhope Elmore High School,2YR,2023,231,24,4,1,2,7
260050,Stanhope Elmore High School,4YR,2023,231,62,20,1,8,29
200080,Straughn High School,all,2023,74,43,6,0,1,7
200080,Straughn High School,2YR,2023,74,32,3,0,1,4
200080,Straughn High School,4YR,2023,74,11,3,0,0,3
380060,Sulligent School,all,2023,53,28,9,1,0,10
380060,Sulligent School,2YR,2023,53,26,9,1,0,10
380060,Sulligent School,4YR,2023,53,2,0,0,0,0
600080,Sumter Central High School,all,2023,58,20,0,4,3,7
600080,Sumter Central High School,2YR,2023,58,7,0,0,1,1
600080,Sumter Central High School,4YR,2023,58,13,0,4,2,6
50120,Susan Moore High School,all,2023,75,29,5,2,2,9
50120,Susan Moore High School,2YR,2023,75,19,4,2,1,7
50120,Susan Moore High School,4YR,2023,75,10,1,0,1,2
460090,Sweet Water High School,all,2023,27,18,0,1,1,2
460090,Sweet Water High School,2YR,2023,27,11,0,1,0,1
460090,Sweet Water High School,4YR,2023,27,7,0,0,1,1
1930050,Sylacauga High School,all,2023,139,73,14,1,5,20
1930050,Sylacauga High School,2YR,2023,139,33,6,1,2,9
1930050,Sylacauga High School,4YR,2023,139,40,8,0,3,11
250150,Sylvania School,all,2023,74,47,4,0,0,4
250150,Sylvania School,2YR,2023,74,29,2,0,0,2
250150,Sylvania School,4YR,2023,74,18,2,0,0,2
610060,Talladega County Central High,all,2023,18,9,2,0,0,2
610060,Talladega County Central High,2YR,2023,18,5,0,0,0,0
610060,Talladega County Central High,4YR,2023,18,4,2,0,0,2
1940080,Talladega High School,all,2023,100,38,8,3,3,14
1940080,Talladega High School,2YR,2023,100,5,0,1,1,2
1940080,Talladega High School,4YR,2023,100,33,8,2,2,12
1950030,Tallassee High School,all,2023,107,48,10,0,4,14
1950030,Tallassee High School,2YR,2023,107,31,5,0,2,7
1950030,Tallassee High School,4YR,2023,107,17,5,0,2,7
420120,Tanner High School,all,2023,45,11,1,1,1,3
420120,Tanner High School,2YR,2023,45,7,0,1,1,2
420120,Tanner High School,4YR,2023,45,4,1,0,0,1
1970030,Tarrant High School,all,2023,70,12,3,1,2,6
1970030,Tarrant High School,2YR,2023,70,6,0,0,1,1
1970030,Tarrant High School,4YR,2023,70,6,3,1,1,5
300065,Tharptown High School,all,2023,48,19,1,1,0,2
300065,Tharptown High School,2YR,2023,48,17,1,1,0,2
300065,Tharptown High School,4YR,2023,48,2,0,0,0,0
490715,Theodore High School,all,2023,259,68,6,1,3,10
490715,Theodore High School,2YR,2023,259,26,1,1,3,5
490715,Theodore High School,4YR,2023,259,42,5,0,0,5
1980010,Thomasville High School,all,2023,80,39,7,5,4,16
1980010,Thomasville High School,2YR,2023,80,20,2,5,0,7
1980010,Thomasville High School,4YR,2023,80,19,5,0,4,9
1030050,Thompson High School,all,2023,556,255,19,6,18,43
1030050,Thompson High School,2YR,2023,556,80,1,5,10,16
1030050,Thompson High School,4YR,2023,556,175,18,1,8,27
110100,Thorsby High School,all,2023,51,24,8,0,0,8
110100,Thorsby High School,2YR,2023,51,8,1,0,0,1
110100,Thorsby High School,4YR,2023,51,16,7,0,0,7
1160030,TR Miller High School,all,2023,86,54,6,1,1,8
1160030,TR Miller High School,2YR,2023,86,26,4,0,0,4
1160030,TR Miller High School,4YR,2023,86,28,2,1,1,4
630180,Tuscaloosa County High School,all,2023,349,176,20,9,5,34
630180,Tuscaloosa County High School,2YR,2023,349,97,11,7,5,23
630180,Tuscaloosa County High School,4YR,2023,349,79,9,2,0,11
8010020,University Charter School - Secondary,all,2023,16,11,0,1,0,1
8010020,University Charter School - Secondary,2YR,2023,16,1,0,0,0,0
8010020,University Charter School - Secondary,4YR,2023,16,10,0,1,0,1
250170,Valley Head High School,all,2023,30,13,0,0,0,0
250170,Valley Head High School,2YR,2023,30,7,0,0,0,0
250170,Valley Head High School,4YR,2023,30,6,0,0,0,0
90140,Valley High School,all,2023,127,56,15,4,2,21
90140,Valley High School,2YR,2023,127,29,8,2,1,11
90140,Valley High School,4YR,2023,127,27,7,2,1,10
110110,Verbena High School,all,2023,28,8,1,0,1,2
110110,Verbena High School,2YR,2023,28,2,0,0,0,0
110110,Verbena High School,4YR,2023,28,6,1,0,1,2
2020020,Vestavia Hills High School,all,2023,511,336,10,2,3,15
2020020,Vestavia Hills High School,2YR,2023,511,24,1,2,1,4
2020020,Vestavia Hills High School,4YR,2023,511,312,9,0,2,11
300090,Vina High School,all,2023,21,7,2,0,0,2
300090,Vina High School,2YR,2023,21,6,2,0,0,2
300090,Vina High School,4YR,2023,21,1,0,0,0,0
590160,Vincent Middle High School,all,2023,68,20,1,0,0,1
