HS Code,school_name,college_type,year,high_school_graduates,enrolled_in_alabama_public_colleges,enrolled_in_remedial_math,enrolled_in_remedial_english,enrolled_in_remedial_both,enrolled_in_remedial_total
630166,Sipsey Valley High School,all,2024,112,41,4,3,1,8
630166,Sipsey Valley High School,2YR,2024,112,24,0,2,1,3
630166,Sipsey Valley High School,4YR,2024,112,17,4,1,0,5
360130,Skyline High School,all,2024,50,25,2,0,0,2
360130,Skyline High School,2YR,2024,50,19,2,0,0,2
360130,Skyline High School,4YR,2024,50,6,0,0,0,0
310060,Slocomb High School,all,2024,87,39,5,0,1,6
310060,Slocomb High School,2YR,2024,87,27,3,0,1,4
310060,Slocomb High School,4YR,2024,87,12,2,0,0,2
410060,Smiths Station High School,all,2024,397,158,13,14,4,31
410060,Smiths Station High School,2YR,2024,397,77,5,5,2,12
410060,Smiths Station High School,4YR,2024,397,81,8,9,2,19
380055,South Lamar School,all,2024,40,22,4,0,1,5
380055,South Lamar School,2YR,2024,40,19,4,0,1,5
380055,South Lamar School,4YR,2024,40,3,0,0,0,0
50105,Southeastern School,all,2024,67,21,2,2,0,4
50105,Southeastern School,2YR,2024,67,12,1,1,0,2
50105,Southeastern School,4YR,2024,67,9,1,1,0,2
120080,Southern Choctaw High School,all,2024,28,10,1,0,3,4
120080,Southern Choctaw High School,2YR,2024,28,3,0,0,0,0
120080,Southern Choctaw High School,4YR,2024,28,7,1,0,3,4
240120,Southside High School,all,2024,49,18,1,1,1,3
240120,Southside High School,2YR,2024,49,10,0,0,1,1
240120,Southside High School,4YR,2024,49,8,1,1,0,2
280130,Southside High School,all,2024,187,121,9,3,1,13
280130,Southside High School,2YR,2024,187,64,4,3,1,8
280130,Southside High School,4YR,2024,187,57,5,0,0,5
1580010,Spain Park High School,all,2024,388,230,13,3,7,23
1580010,Spain Park High School,2YR,2024,388,48,4,2,5,11
1580010,Spain Park High School,4YR,2024,388,182,9,1,2,12
20145,Spanish Fort High School,all,2024,288,130,11,0,1,12
20145,Spanish Fort High School,2YR,2024,288,37,6,0,0,6
20145,Spanish Fort High School,4YR,2024,288,93,5,0,1,6
450190,Sparkman High School,all,2024,534,264,27,13,7,47
450190,Sparkman High School,2YR,2024,534,85,17,4,5,26
450190,Sparkman High School,4YR,2024,534,179,10,9,2,21
100110,Spring Garden High School,all,2024,38,11,1,0,0,1
100110,Spring Garden High School,2YR,2024,38,7,0,0,0,0
100110,Spring Garden High School,4YR,2024,38,4,1,0,0,1
580130,Springville High School,all,2024,163,92,11,2,1,14
580130,Springville High School,2YR,2024,163,33,4,1,0,5
580130,Springville High School,4YR,2024,163,59,7,1,1,9
260050,Stanhope Elmore High School,all,2024,214,100,10,12,4,26
260050,Stanhope Elmore High School,2YR,2024,214,36,3,6,2,11
260050,Stanhope Elmore High School,4YR,2024,214,64,7,6,2,15
200080,Straughn High School,all,2024,93,58,8,2,1,11
200080,Straughn High School,2YR,2024,93,45,8,1,1,10
200080,Straughn High School,4YR,2024,93,13,0,1,0,1
380060,Sulligent School,all,2024,51,28,6,0,1,7
380060,Sulligent School,2YR,2024,51,25,5,0,1,6
380060,Sulligent School,4YR,2024,51,3,1,0,0,1
600080,Sumter Central High School,all,2024,64,29,4,0,6,10
600080,Sumter Central High School,2YR,2024,64,8,1,0,1,2
600080,Sumter Central High School,4YR,2024,64,21,3,0,5,8
50120,Susan Moore High School,all,2024,75,28,6,1,0,7
50120,Susan Moore High School,2YR,2024,75,25,5,1,0,6
50120,Susan Moore High School,4YR,2024,75,3,1,0,0,1
460090,Sweet Water High School,all,2024,28,16,0,1,1,2
460090,Sweet Water High School,2YR,2024,28,8,0,0,1,1
460090,Sweet Water High School,4YR,2024,28,8,0,1,0,1
1930050,Sylacauga High School,all,2024,159,76,11,4,3,18
1930050,Sylacauga High School,2YR,2024,159,31,2,2,3,7
1930050,Sylacauga High School,4YR,2024,159,45,9,2,0,11
250150,Sylvania School,all,2024,64,30,0,1,0,1
250150,Sylvania School,2YR,2024,64,21,0,1,0,1
250150,Sylvania School,4YR,2024,64,9,0,0,0,0
610060,Talladega County Central High,all,2024,14,5,2,0,0,2
610060,Talladega County Central High,2YR,2024,14,2,1,0,0,1
610060,Talladega County Central High,4YR,2024,14,3,1,0,0,1
1940080,Talladega High School,all,2024,92,29,3,0,1,4
1940080,Talladega High School,2YR,2024,92,10,1,0,1,2
1940080,Talladega High School,4YR,2024,92,19,2,0,0,2
1950030,Tallassee High School,all,2024,114,51,7,4,1,12
1950030,Tallassee High School,2YR,2024,114,19,1,0,1,2
1950030,Tallassee High School,4YR,2024,114,32,6,4,0,10
420120,Tanner High School,all,2024,53,18,3,2,1,6
420120,Tanner High School,2YR,2024,53,12,2,1,1,4
420120,Tanner High School,4YR,2024,53,6,1,1,0,2
1970030,Tarrant High School,all,2024,71,14,2,3,0,5
1970030,Tarrant High School,2YR,2024,71,7,1,1,0,2
1970030,Tarrant High School,4YR,2024,71,7,1,2,0,3
300065,Tharptown High School,all,2024,55,25,1,0,1,2
300065,Tharptown High School,2YR,2024,55,22,1,0,1,2
300065,Tharptown High School,4YR,2024,55,3,0,0,0,0
490715,Theodore High School,all,2024,287,69,2,3,2,7
490715,Theodore High School,2YR,2024,287,30,2,2,2,6
490715,Theodore High School,4YR,2024,287,39,0,1,0,1
1980010,Thomasville High School,all,2024,65,37,4,2,1,7
1980010,Thomasville High School,2YR,2024,65,13,0,1,0,1
1980010,Thomasville High School,4YR,2024,65,24,4,1,1,6
1030050,Thompson High School,all,2024,559,290,15,6,7,28
1030050,Thompson High School,2YR,2024,559,66,1,4,5,10
1030050,Thompson High School,4YR,2024,559,224,14,2,2,18
110100,Thorsby High School,all,2024,39,18,0,0,2,2
110100,Thorsby High School,2YR,2024,39,10,0,0,0,0
110100,Thorsby High School,4YR,2024,39,8,0,0,2,2
1160030,TR Miller High School,all,2024,79,43,2,1,0,3
1160030,TR Miller High School,2YR,2024,79,21,2,0,0,2
1160030,TR Miller High School,4YR,2024,79,22,0,1,0,1
630180,Tuscaloosa County High School,all,2024,335,173,19,8,4,31
630180,Tuscaloosa County High School,2YR,2024,335,91,10,5,4,19
630180,Tuscaloosa County High School,4YR,2024,335,82,9,3,0,12
8010020,University Charter School - Secondary,all,2024,37,18,1,1,1,3
8010020,University Charter School - Secondary,2YR,2024,37,0,0,0,0,0
8010020,University Charter School - Secondary,4YR,2024,37,18,1,1,1,3
250170,Valley Head High School,all,2024,30,11,1,0,0,1
250170,Valley Head High School,2YR,2024,30,8,1,0,0,1
250170,Valley Head High School,4YR,2024,30,3,0,0,0,0
90140,Valley High School,all,2024,106,43,6,2,4,12
90140,Valley High School,2YR,2024,106,21,4,1,4,9
90140,Valley High School,4YR,2024,106,22,2,1,0,3
110110,Verbena High School,all,2024,52,14,0,0,0,0
110110,Verbena High School,2YR,2024,52,9,0,0,0,0
110110,Verbena High School,4YR,2024,52,5,0,0,0,0
2020020,Vestavia Hills High School,all,2024,524,319,7,4,6,17
2020020,Vestavia Hills High School,2YR,2024,524,25,2,2,3,7
2020020,Vestavia Hills High School,4YR,2024,524,294,5,2,3,10
300090,Vina High School,all,2024,23,9,0,0,0,0
300090,Vina High School,2YR,2024,23,8,0,0,0,0
300090,Vina High School,4YR,2024,23,1,0,0,0,0
590160,Vincent Middle High School,all,2024,65,23,2,0,1,3
590160,Vincent Middle High School,2YR,2024,65,14,2,0,1,3
590160,Vincent Middle High School,4YR,2024,65,9,0,0,0,0
220140,Vinemont High School,all,2024,75,26,1,0,0,1
220140,Vinemont High School,2YR,2024,75,19,1,0,0,1
220140,Vinemont High School,4YR,2024,75,7,0,0,0,0
1590340,Virgil Grissom High School,all,2024,387,1,0,1,0,1
1590340,Virgil Grissom High School,2YR,2024,387,0,0,0,0,0
1590340,Virgil Grissom High School,4YR,2024,387,1,0,1,0,1
270110,W S Neal High School,all,2024,81,32,2,1,1,4
270110,W S Neal High School,2YR,2024,81,21,0,0,1,1
270110,W S Neal High School,4YR,2024,81,11,2,1,0,3
560040,Wadley High School,all,2024,28,12,3,0,1,4
560040,Wadley High School,2YR,2024,28,10,1,0,1,2
560040,Wadley High School,4YR,2024,28,2,2,0,0,2
650090,Washington County High School,all,2024,56,27,3,1,2,6
650090,Washington County High School,2YR,2024,56,17,2,1,1,4
650090,Washington County High School,4YR,2024,56,10,1,0,1,2
390130,Waterloo High School,all,2024,23,8,0,0,1,1
390130,Waterloo High School,2YR,2024,23,6,0,0,1,1
390130,Waterloo High School,4YR,2024,23,2,0,0,0,0
80180,Weaver High School,all,2024,78,35,1,1,1,3
80180,Weaver High School,2YR,2024,78,12,0,1,1,2
80180,Weaver High School,4YR,2024,78,23,1,0,0,1
80200,Wellborn High School,all,2024,66,23,5,0,0,5
80200,Wellborn High School,2YR,2024,66,6,2,0,0,2
80200,Wellborn High School,4YR,2024,66,17,3,0,0,3
1140858,Wenonah High School,all,2024,139,53,4,11,2,17
1140858,Wenonah High School,2YR,2024,139,16,2,3,1,6
1140858,Wenonah High School,4YR,2024,139,37,2,8,1,11
40080,West Blocton High School,all,2024,87,32,0,2,2,4
40080,West Blocton High School,2YR,2024,87,18,0,1,2,3
40080,West Blocton High School,4YR,2024,87,14,0,1,0,1
280150,West End High School,all,2024,53,24,2,2,1,5
280150,West End High School,2YR,2024,53,22,1,2,1,4
280150,West End High School,4YR,2024,53,2,1,0,0,1
420140,West Limestone High School,all,2024,94,37,2,2,0,4
420140,West Limestone High School,2YR,2024,94,23,2,1,0,3
420140,West Limestone High School,4YR,2024,94,14,0,1,0,1
520180,West Morgan High School,all,2024,110,37,5,3,0,8
520180,West Morgan High School,2YR,2024,110,25,4,1,0,5
520180,West Morgan High School,4YR,2024,110,12,1,2,0,3
220160,West Point High School,all,2024,125,47,3,1,1,5
220160,West Point High School,2YR,2024,125,39,3,1,1,5
220160,West Point High School,4YR,2024,125,8,0,0,0,0
260070,Wetumpka High School,all,2024,271,138,13,10,4,27
260070,Wetumpka High School,2YR,2024,271,34,6,2,2,10
260070,Wetumpka High School,4YR,2024,271,104,7,8,2,17
80210,White Plains High School,all,2024,112,69,8,2,2,12
80210,White Plains High School,2YR,2024,112,29,4,2,2,8
80210,White Plains High School,4YR,2024,112,40,4,0,0,4
350080,Wicksburg High School,all,2024,69,41,0,3,0,3
350080,Wicksburg High School,2YR,2024,69,22,0,3,0,3
350080,Wicksburg High School,4YR,2024,69,19,0,0,0,0
660135,Wilcox Central High School,all,2024,82,28,1,2,5,8
660135,Wilcox Central High School,2YR,2024,82,13,1,0,1,2
660135,Wilcox Central High School,4YR,2024,82,15,0,2,4,6
390140,Wilson High School,all,2024,100,39,1,1,2,4
390140,Wilson High School,2YR,2024,100,26,1,1,2,4
390140,Wilson High School,4YR,2024,100,13,0,0,0,0
2040020,Winfield High School,all,2024,75,33,3,0,1,4
2040020,Winfield High School,2YR,2024,75,21,3,0,1,4
2040020,Winfield High School,4YR,2024,75,12,0,0,0,0
670060,Winston County High School,all,2024,50,19,3,0,0,3
670060,Winston County High School,2YR,2024,50,16,3,0,0,3
670060,Winston County High School,4YR,2024,50,3,0,0,0,0
610180,Winterboro High School,all,2024,29,8,1,0,1,2
610180,Winterboro High School,2YR,2024,29,3,0,0,1,1
610180,Winterboro High School,4YR,2024,29,5,1,0,0,1
560060,Woodland High School,all,2024,41,23,3,0,0,3
560060,Woodland High School,2YR,2024,41,16,3,0,0,3
560060,Woodland High School,4YR,2024,41,7,0,0,0,0
1140920,Woodlawn High School-Magnet,all,2024,162,39,5,5,3,13
1140920,Woodlawn High School-Magnet,2YR,2024,162,12,1,1,2,4
1140920,Woodlawn High School-Magnet,4YR,2024,162,27,4,4,1,9
360150,Woodville High School,all,2024,29,9,0,0,0,0
360150,Woodville High School,2YR,2024,29,6,0,0,0,0
360150,Woodville High School,4YR,2024,29,3,0,0,0,0
490230,WP Davidson High School,all,2024,292,129,6,6,6,18
490230,WP Davidson High School,2YR,2024,292,53,4,5,6,15
490230,WP Davidson High School,4YR,2024,292,76,2,1,0,3
160060,Zion Chapel High School,all,2024,54,26,1,7,0,8
160060,Zion Chapel High School,2YR,2024,54,16,0,4,0,4
160060,Zion Chapel High School,4YR,2024,54,10,1,3,0,4
